"n_Acc","x","y","shoe","row_number","min_dist","horiz_dist","distance_shape","new_x"
0,-0.0316666666666667,0.135,304,16503,0.129443252259651,0.133333333333333,0.188333333333333,-0.0361447811447812
0,0.0283333333333333,0.235,304,16504,0.163435342295084,0.17,0.231666666666667,0.0330952380952381
0,-0.145,0.301666666666667,304,16505,0.03,0.03,0.185,-0.153285714285714
0,-0.0316666666666667,0.161666666666667,304,16506,0.134824989441045,0.136666666666667,0.188333333333333,-0.0354290429042904
0,0.121666666666667,-0.361666666666667,304,16507,0.043333333333333,0.043333333333333,0.175,0.129040404040404
0,0.148333333333333,0.0483333333333333,304,16508,0.0405517502019884,0.0405517502019884,0.231666666666667,0.181930135750835
0,0.108333333333333,0.115,304,16509,0.0933333333333337,0.0933333333333337,0.241666666666667,0.129820936639118
0,-0.095,-0.448333333333333,304,16510,0.0105409255338949,0.0120185042515468,0.168333333333333,-0.149428986870142
0,-0.0916666666666667,-0.311666666666667,304,16511,0.0582141639885767,0.06,0.175,-0.105769230769231
0,0.178333333333333,0.121666666666667,304,16512,0.0233333333333337,0.0233333333333337,0.241666666666667,0.213705234159779
0,0.0983333333333333,0.111666666666667,304,16513,0.102686145338329,0.103333333333333,0.241666666666667,0.117837465564738
1,-0.148333333333333,0.165,305,16514,0.0333333333333337,0.0333333333333337,0.191666666666667,-0.156498470948012
1,-0.141666666666667,0.188333333333333,305,16515,0.043333333333333,0.043333333333333,0.191666666666667,-0.146771771771772
1,-0.125,0.245,305,16516,0.0566666666666667,0.0566666666666667,0.191666666666667,-0.131880733944954
1,-0.125,-0.261666666666667,305,16517,0.04,0.04,0.175,-0.132575757575758
1,-0.101666666666667,0.165,305,16518,0.0799999999999997,0.0799999999999997,0.191666666666667,-0.107262996941896
1,-0.101666666666667,0.101666666666667,305,16519,0.0687184270936274,0.0700793201387618,0.178333333333333,-0.105566108954241
1,-0.0916666666666667,-0.321666666666667,305,16520,0.0679869268479037,0.07,0.171666666666667,-0.0973367697594502
1,-0.075,-0.218333333333333,305,16521,0.0866666666666667,0.0866666666666667,0.168333333333333,-0.0780927835051546
1,-0.0716666666666667,-0.241666666666667,305,16522,0.0915302014516399,0.0933333333333333,0.171666666666667,-0.0745622895622896
1,-0.0683333333333333,-0.208333333333333,305,16523,0.0921954445729288,0.0933333333333334,0.168333333333333,-0.0711512027491409
1,-0.065,0.305,305,16524,0.105251022692313,0.106874796945876,0.185,-0.0699637190191807
1,-0.065,-0.278333333333333,305,16525,0.0980929264637478,0.1,0.175,-0.0689393939393939
1,-0.0583333333333333,0.378333333333333,305,16526,0.0745355992499932,0.0900617072407087,0.165,-0.0648606581646344
1,-0.055,0.328333333333333,305,16527,0.104615698843168,0.113333333333333,0.178333333333333,-0.0582673267326734
1,-0.055,0.185,305,16528,0.128235893744476,0.13,0.191666666666667,-0.056981981981982
1,-0.0516666666666667,0.298333333333333,305,16529,0.119675487140108,0.123333333333333,0.185,-0.0546190476190477
1,-0.0516666666666667,-0.311666666666667,305,16530,0.109188929027728,0.11,0.175,-0.0559278350515464
1,-0.0483333333333333,-0.255,305,16531,0.116666666666667,0.116666666666667,0.175,-0.0512626262626261
1,-0.045,-0.398333333333333,305,16532,0.0915302014516402,0.116666666666667,0.171666666666667,-0.0477835051546391
1,-0.0383333333333333,0.448333333333333,305,16533,0.0473755680118399,0.0669991708074727,0.131666666666667,-0.0479170438735152
1,-0.0316666666666667,0.465,305,16534,0.03590109871423,0.0542627353203323,0.118333333333333,-0.0436081496620816
1,-0.00833333333333333,0.275,305,16535,0.16739839372653,0.170032676598091,0.188333333333333,-0.00879901078152638
1,0.005,0.378333333333333,305,16536,0.129443252259651,0.153369560937698,0.178333333333333,0.00563029070351117
1,0.0116666666666667,0.265,305,16537,0.189179514982169,0.193333333333333,0.225,0.0128048780487805
1,0.0183333333333333,0.208333333333333,305,16538,0.203333333333333,0.203333333333333,0.235,0.0194360902255639
1,0.0283333333333333,-0.251666666666667,305,16539,0.12369316876853,0.123738074621804,0.181666666666667,0.0338474029499398
1,0.0283333333333333,-0.278333333333333,305,16540,0.118977121983832,0.120046287369127,0.181666666666667,0.0346895496689787
1,0.0483333333333333,-0.328333333333333,305,16541,0.090982293759708,0.0933333333333334,0.175,0.0597058823529411
1,0.0516666666666667,0.205,305,16542,0.173333333333333,0.173333333333333,0.235,0.0539629629629631
1,0.0516666666666667,-0.275,305,16543,0.0968962790249909,0.0968962790249909,0.181666666666667,0.0631793551710532
1,0.0583333333333333,-0.261666666666667,305,16544,0.0921954445729289,0.0933333333333334,0.181666666666667,0.0698717948717948
1,0.085,-0.325,305,16545,0.055876848714134,0.0566666666666667,0.175,0.105
1,0.0883333333333333,0.0783333333333333,305,16546,0.133998341614945,0.136666666666667,0.235,0.0922592592592591
1,0.118333333333333,-0.228333333333333,305,16547,0.0372677996249969,0.0372677996249969,0.181666666666667,0.138155949211367
1,0.121666666666667,-0.035,305,16548,0.0760116950066089,0.0769559758707676,0.201666666666667,0.123531289271246
1,0.128333333333333,0.0216666666666667,305,16549,0.0824621125123536,0.086666666666667,0.225,0.134302325581395
1,0.131666666666667,-0.015,305,16550,0.0712585277547728,0.073333333333333,0.211666666666667,0.135948509485095
1,0.145,0.201666666666667,305,16551,0.08,0.08,0.238333333333333,0.153592592592593
1,0.168333333333333,0.0283333333333333,305,16552,0.0464279609239474,0.046666666666667,0.225,0.176162790697674
1,0.171666666666667,0.0216666666666667,305,16553,0.0412310562561763,0.043333333333333,0.225,0.179651162790698
1,0.178333333333333,0.075,305,16554,0.0444722135470881,0.0444722135470881,0.235,0.188093761219622
1,0.181666666666667,0.0483333333333333,305,16555,0.0368178700572905,0.0368178700572905,0.231666666666667,0.192627413098276
1,0.188333333333333,0.135,305,16556,0.0400000000000003,0.0400000000000003,0.241666666666667,0.199330900243309
1,0.191666666666667,0.0783333333333333,305,16557,0.0328295260059867,0.033333333333333,0.235,0.200185185185186
0,0.185,0.0883333333333333,305,16558,0.0401386485959743,0.0401386485959743,0.238333333333333,0.195842281818934
0,-0.065,0.425,305,16559,0.0492160768674447,0.053748384988657,0.145,-0.0793695004854195
0,0.005,0.381666666666667,305,16560,0.126710518724988,0.143681747081682,0.178333333333333,0.005997149510066
0,-0.118333333333333,-0.228333333333333,305,16561,0.043461349368018,0.043461349368018,0.171666666666667,-0.125553501201181
0,0.125,0.275,305,16562,0.0880025252162939,0.0933333333333333,0.221666666666667,0.126908396946565
0,0.0116666666666667,0.488333333333333,305,16563,0.0401386485959746,0.0636832439151427,0.0983333333333333,0.0152252632201422
0,0.0583333333333333,0.311666666666667,305,16564,0.128668393770792,0.143488288333539,0.208333333333333,0.0602154401367223
0,0.0216666666666667,0.455,305,16565,0.0693621734889493,0.0835995746932297,0.131666666666667,0.0271005950333533
0,-0.015,0.265,305,16566,0.163435342295083,0.166666666666667,0.191666666666667,-0.0158256880733945
0,0.178333333333333,0.035,305,16567,0.0368178700572912,0.0368178700572912,0.228333333333333,0.189259663914196
0,-0.0516666666666667,-0.431666666666667,305,16568,0.0612825877028339,0.107134391199921,0.168333333333333,-0.0547680370588523
0,0.145,0.355,305,16569,0.032829526005987,0.0339934634239519,0.191666666666667,0.155266377525984
0,-0.108333333333333,0.308333333333333,305,16570,0.0622718056408984,0.0634209919681352,0.185,-0.116687988098634
0,0.0516666666666667,-0.408333333333333,305,16571,0.079512402945844,0.0933333333333333,0.165,0.0587931034482759
0,-0.015,0.251666666666667,305,16572,0.165495887830752,0.166666666666667,0.191666666666667,-0.0158256880733945
0,0.128333333333333,0.0883333333333333,305,16573,0.0962057979310791,0.0967241208569797,0.238333333333333,0.135903568362801
0,0.0516666666666667,0.055,305,16574,0.164991582276861,0.17,0.231666666666667,0.0539974937343359
0,0.131666666666667,0.271666666666667,305,16575,0.0835330939076107,0.0867307455417176,0.221666666666667,0.133637623339892
0,0.045,-0.358333333333333,305,16576,0.0933333333333333,0.0933333333333333,0.175,0.0569277108433735
0,-0.0983333333333333,0.215,305,16577,0.0866666666666667,0.0866666666666667,0.191666666666667,-0.101876876876877
1,-0.148333333333333,0.261666666666667,306,16578,0.0333333333333337,0.0333333333333337,0.191666666666667,-0.156498470948012
1,-0.138333333333333,0.298333333333333,306,16579,0.0359010987142304,0.036666666666667,0.185,-0.146238095238095
1,-0.118333333333333,-0.205,306,16580,0.0333333333333337,0.0333333333333337,0.165,-0.128736263736263
1,-0.115,-0.195,306,16581,0.0348010216963685,0.0366666666666667,0.165,-0.12510989010989
