"n_Acc","x","y","shoe","row_number","horiz_dist","distance_shape","new_x"
0,0.0816666666666667,0.325,3,79,0.0902465758045392,0.138333333333333,0.0657146713064552
0,-0.111666666666667,0.448333333333333,3,80,0.00942809041582067,0.0983333333333333,-0.0906773820775397
0,-0.045,-0.461666666666667,3,81,0.0608276253029821,0.075,-0.0318914838194418
0,0.0116666666666667,-0.345,3,82,0.146666666666667,0.128333333333333,0.0094561403508772
0,-0.095,0.0616666666666667,3,83,0.0603692342542494,0.135,-0.0825452996634643
0,0.0116666666666667,0.311666666666667,3,84,0.166666666666667,0.141666666666667,0.00926791277258568
0,0.158333333333333,-0.0216666666666667,3,85,0.026666666666667,0.148333333333333,0.126951951951952
0,0.0116666666666667,0.368333333333333,3,86,0.143488288333539,0.115,0.00864726921976093
0,-0.065,0.121666666666667,3,87,0.11020183503211,0.145,-0.0537950986544898
0,-0.0383333333333333,0.438333333333333,3,88,0.0902465758045393,0.105,-0.0313034907785174
0,-0.0883333333333333,0.371666666666667,3,89,0.0707106781186547,0.135,-0.0749792456259813
0,-0.065,0.471666666666667,3,90,0.0316227766016837,0.0683333333333333,-0.045969147471066
0,-0.0883333333333333,-0.408333333333333,3,91,0.0537483849886571,0.121666666666667,-0.0756411334909851
0,0.131666666666667,0.258333333333333,3,92,0.063333333333333,0.158333333333333,0.106908831908832
0,-0.00166666666666667,-0.465,3,93,0.0938675189355248,0.0683333333333333,-0.00119212707127821
0,0.035,0.0383333333333333,3,94,0.153659074288215,0.158333333333333,0.0293739735953578
0,-0.0216666666666667,-0.451666666666667,3,95,0.093571125650788,0.085,-0.0159814469683113
1,-0.085,0.441666666666667,4,96,0.0438431547932196,0.105,-0.0692702690672526
1,0.0416666666666667,0.441666666666667,4,97,0.0380058475033045,0.0716666666666667,0.037479815243945
0,-0.0516666666666667,0.368333333333333,4,98,0.11020183503211,0.135,-0.04309053291282
0,0.0216666666666667,0.295,4,99,0.166799946709291,0.148333333333333,0.0170528287812853
0,0.00833333333333333,0.455,4,100,0.0636832439151427,0.0616666666666667,0.0071357027579336
0,-0.065,0.385,4,101,0.0933333333333333,0.131666666666667,-0.0540526315789474
0,0.145,-0.218333333333333,4,102,0.0166666666666667,0.135,0.121082474226804
0,0.0683333333333333,0.115,4,103,0.143333333333333,0.171666666666667,0.0554199475065617
0,0.128333333333333,-0.385,4,104,3.33066907387547e-16,0.121666666666667,0.121666666666666
0,0.188333333333333,0.248333333333333,4,105,0.0179505493571155,0.161666666666667,0.147598648159593
0,-0.0616666666666667,0.405,4,106,0.0869226987360353,0.121666666666667,-0.0504933698144817
0,0.0516666666666667,-0.331666666666667,4,107,0.093392838174146,0.128333333333333,0.0457092112842374
0,0.178333333333333,0.271666666666667,4,108,0.0194365063161511,0.155,0.139766845721558
0,0.148333333333333,0.151666666666667,4,109,0.066666666666667,0.171666666666667,0.11843669250646
0,0.155,0.185,4,110,0.06,0.171666666666667,0.123759689922481
0,0.131666666666667,-0.238333333333333,4,111,0.0299999999999997,0.135,0.109948453608248
0,0.0816666666666667,-0.251666666666667,4,112,0.0769559758707679,0.135,0.0695045790666243
0,-0.055,-0.341666666666667,4,113,0.113333333333333,0.131666666666667,-0.0430198019801981
0,-0.0683333333333333,0.198333333333333,4,114,0.113333333333333,0.151666666666667,-0.0570489296636087
0,0.0783333333333333,0.0783333333333333,4,115,0.126666666666667,0.165,0.0630487804878048
0,-0.128333333333333,0.188333333333333,4,116,0.0504424865014055,0.151666666666667,-0.108873162527692
0,-0.0116666666666667,0.395,4,117,0.116856987619721,0.128333333333333,-0.011649390382925
1,-0.148333333333333,0.175,5,118,0.036666666666667,0.151666666666667,-0.121606606606606
1,-0.141666666666667,0.338333333333333,5,119,0.033499585403736,0.145,-0.117269544925872
1,-0.131666666666667,0.281666666666667,5,120,0.054262735320332,0.151666666666667,-0.10740337047844
1,-0.128333333333333,0.231666666666667,5,121,0.0633333333333337,0.151666666666667,-0.101550724637681
1,-0.125,-0.428333333333333,5,122,0.030731814857643,0.105,-0.0842795032729682
1,-0.121666666666667,0.291666666666667,5,123,0.063333333333333,0.151666666666667,-0.099744744744745
1,-0.121666666666667,0.235,5,124,0.0699999999999997,0.151666666666667,-0.0962753623188408
1,-0.121666666666667,0.228333333333333,5,125,0.0699999999999997,0.151666666666667,-0.0962753623188408
1,-0.118333333333333,0.301666666666667,5,126,0.0641179468722381,0.148333333333333,-0.0962052870114186
1,-0.111666666666667,0.338333333333333,5,127,0.0634209919681345,0.145,-0.0924774869509184
1,-0.108333333333333,0.358333333333333,5,128,0.0633333333333337,0.138333333333333,-0.0872977346278314
1,-0.101666666666667,-0.431666666666667,5,129,0.0534373984729376,0.105,-0.0688247596243966
1,-0.095,0.411666666666667,5,130,0.0542627353203323,0.121666666666667,-0.0774361618693911
1,-0.095,-0.015,5,131,0.0466666666666667,0.121666666666667,-0.0815882352941176
1,-0.095,-0.305,5,132,0.0666666666666667,0.135,-0.0793298969072165
1,-0.0916666666666667,0.0383333333333333,5,133,0.0567646212197546,0.131666666666667,-0.0813133444862374
1,-0.0916666666666667,-0.258333333333333,5,134,0.07,0.131666666666667,-0.0746563573883162
1,-0.0883333333333333,0.225,5,135,0.103333333333333,0.151666666666667,-0.0698985507246378
