"shoe","x","y","row_number"
2,-0.175,0.295,692
2,-0.175,0.291666666666667,693
2,-0.175,0.288333333333333,694
2,-0.175,0.285,695
2,-0.175,0.281666666666667,696
2,-0.175,0.278333333333333,697
2,-0.175,0.275,698
2,-0.175,0.271666666666667,699
2,-0.175,0.268333333333333,700
2,-0.175,0.265,701
2,-0.175,0.261666666666667,702
2,-0.175,0.258333333333333,703
2,-0.175,0.255,704
2,-0.175,0.251666666666667,705
2,-0.175,0.248333333333333,706
2,-0.175,0.245,707
2,-0.175,0.241666666666667,708
2,-0.175,0.238333333333333,709
2,-0.175,0.235,710
2,-0.175,0.231666666666667,711
2,-0.175,0.228333333333333,712
2,-0.175,0.225,713
2,-0.175,0.221666666666667,714
2,-0.175,0.218333333333333,715
2,-0.175,0.215,716
2,-0.175,0.211666666666667,717
2,-0.171666666666667,0.331666666666667,718
2,-0.171666666666667,0.328333333333333,719
2,-0.171666666666667,0.325,720
2,-0.171666666666667,0.321666666666667,721
2,-0.171666666666667,0.318333333333333,722
2,-0.171666666666667,0.315,723
2,-0.171666666666667,0.311666666666667,724
2,-0.171666666666667,0.308333333333333,725
2,-0.171666666666667,0.305,726
2,-0.171666666666667,0.301666666666667,727
2,-0.171666666666667,0.298333333333333,728
2,-0.171666666666667,0.208333333333333,729
2,-0.171666666666667,0.205,730
2,-0.171666666666667,0.201666666666667,731
2,-0.171666666666667,0.198333333333333,732
2,-0.171666666666667,0.195,733
2,-0.171666666666667,0.191666666666667,734
2,-0.171666666666667,0.188333333333333,735
2,-0.171666666666667,0.185,736
2,-0.168333333333333,0.358333333333333,737
2,-0.168333333333333,0.355,738
2,-0.168333333333333,0.351666666666667,739
2,-0.168333333333333,0.348333333333333,740
2,-0.168333333333333,0.345,741
2,-0.168333333333333,0.341666666666667,742
2,-0.168333333333333,0.338333333333333,743
2,-0.168333333333333,0.335,744
2,-0.168333333333333,0.181666666666667,745
2,-0.168333333333333,0.178333333333333,746
2,-0.168333333333333,0.175,747
2,-0.165,0.375,748
2,-0.165,0.371666666666667,749
2,-0.165,0.368333333333333,750
2,-0.165,0.365,751
2,-0.165,0.361666666666667,752
2,-0.165,0.171666666666667,753
2,-0.165,0.168333333333333,754
2,-0.165,0.165,755
2,-0.165,0.161666666666667,756
2,-0.165,-0.238333333333333,757
2,-0.165,-0.241666666666667,758
2,-0.165,-0.245,759
2,-0.165,-0.248333333333333,760
2,-0.165,-0.251666666666667,761
2,-0.165,-0.255,762
2,-0.165,-0.258333333333333,763
2,-0.165,-0.261666666666667,764
2,-0.165,-0.265,765
2,-0.165,-0.268333333333333,766
2,-0.165,-0.271666666666667,767
2,-0.165,-0.275,768
2,-0.165,-0.278333333333333,769
2,-0.165,-0.281666666666667,770
2,-0.165,-0.285,771
2,-0.165,-0.288333333333333,772
2,-0.165,-0.291666666666667,773
2,-0.165,-0.295,774
2,-0.165,-0.298333333333333,775
2,-0.165,-0.301666666666667,776
2,-0.165,-0.305,777
2,-0.165,-0.308333333333333,778
2,-0.165,-0.311666666666667,779
2,-0.165,-0.315,780
2,-0.165,-0.318333333333333,781
2,-0.165,-0.321666666666667,782
2,-0.165,-0.325,783
2,-0.165,-0.328333333333333,784
2,-0.165,-0.331666666666667,785
2,-0.165,-0.335,786
2,-0.165,-0.338333333333333,787
2,-0.165,-0.341666666666667,788
2,-0.165,-0.345,789
2,-0.161666666666667,0.388333333333333,790
2,-0.161666666666667,0.385,791
2,-0.161666666666667,0.381666666666667,792
2,-0.161666666666667,0.378333333333333,793
2,-0.161666666666667,0.158333333333333,794
2,-0.161666666666667,0.155,795
2,-0.161666666666667,0.151666666666667,796
2,-0.161666666666667,0.148333333333333,797
2,-0.161666666666667,-0.221666666666667,798
2,-0.161666666666667,-0.225,799
2,-0.161666666666667,-0.228333333333333,800
2,-0.161666666666667,-0.231666666666667,801
2,-0.161666666666667,-0.235,802
2,-0.161666666666667,-0.348333333333333,803
2,-0.161666666666667,-0.351666666666667,804
2,-0.161666666666667,-0.355,805
2,-0.161666666666667,-0.358333333333333,806
2,-0.161666666666667,-0.361666666666667,807
2,-0.158333333333333,0.401666666666667,808
2,-0.158333333333333,0.398333333333333,809
2,-0.158333333333333,0.395,810
2,-0.158333333333333,0.391666666666667,811
2,-0.158333333333333,0.145,812
2,-0.158333333333333,0.141666666666667,813
2,-0.158333333333333,0.138333333333333,814
2,-0.158333333333333,0.135,815
2,-0.158333333333333,-0.208333333333333,816
2,-0.158333333333333,-0.211666666666667,817
2,-0.158333333333333,-0.215,818
2,-0.158333333333333,-0.218333333333333,819
2,-0.158333333333333,-0.365,820
2,-0.158333333333333,-0.368333333333333,821
2,-0.158333333333333,-0.371666666666667,822
2,-0.158333333333333,-0.375,823
2,-0.155,0.408333333333333,824
2,-0.155,0.405,825
2,-0.155,0.131666666666667,826
2,-0.155,0.128333333333333,827
2,-0.155,0.125,828
2,-0.155,0.121666666666667,829
2,-0.155,-0.198333333333333,830
2,-0.155,-0.201666666666667,831
2,-0.155,-0.205,832
